warehouse_id,region,store_id,cat_low,target_date,actual_order_qty
1,본사창고,1,TV,2022-05-23,247
1,본사창고,1,TV,2022-05-30,246
1,본사창고,1,TV,2022-06-06,239
1,본사창고,1,TV,2022-06-13,179
1,본사창고,1,TV,2022-06-20,178
1,본사창고,1,TV,2022-06-27,197
1,본사창고,1,TV,2022-07-04,189
1,본사창고,1,TV,2022-07-11,168
1,본사창고,1,TV,2022-07-18,162
1,본사창고,1,TV,2022-07-25,152
1,본사창고,1,TV,2022-08-01,137
1,본사창고,1,TV,2022-08-08,180
1,본사창고,1,TV,2022-08-15,151
1,본사창고,1,TV,2022-08-22,153
1,본사창고,1,TV,2022-08-29,191
1,본사창고,1,TV,2022-09-05,141
1,본사창고,1,TV,2022-09-12,178
1,본사창고,1,TV,2022-09-19,156
1,본사창고,1,TV,2022-09-26,187
1,본사창고,1,TV,2022-10-03,136
1,본사창고,1,TV,2022-10-10,200
1,본사창고,1,TV,2022-10-17,131
1,본사창고,1,TV,2022-10-24,203
1,본사창고,1,TV,2022-10-31,183
1,본사창고,1,TV,2022-11-07,210
1,본사창고,1,TV,2022-11-14,198
1,본사창고,1,TV,2022-11-21,213
1,본사창고,1,TV,2022-11-28,223
1,본사창고,1,TV,2022-12-05,228
1,본사창고,1,TV,2022-12-12,340
1,본사창고,1,TV,2022-12-19,251
1,본사창고,1,TV,2022-12-26,259
1,본사창고,1,TV,2023-01-02,161
1,본사창고,1,TV,2023-01-09,196
1,본사창고,1,TV,2023-01-16,185
1,본사창고,1,TV,2023-01-23,176
1,본사창고,1,TV,2023-01-30,215
1,본사창고,1,TV,2023-02-06,206
1,본사창고,1,TV,2023-02-13,257
1,본사창고,1,TV,2023-02-20,246
1,본사창고,1,TV,2023-02-27,281
1,본사창고,1,TV,2023-03-06,222
1,본사창고,1,TV,2023-03-13,278
1,본사창고,1,TV,2023-03-20,272
1,본사창고,1,TV,2023-03-27,181
1,본사창고,1,TV,2023-04-03,310
1,본사창고,1,TV,2023-04-10,227
1,본사창고,1,TV,2023-04-17,253
1,본사창고,1,TV,2023-04-24,316
1,본사창고,1,TV,2023-05-01,241
1,본사창고,1,TV,2023-05-08,273
1,본사창고,1,TV,2023-05-15,150
1,본사창고,1,TV,2023-05-22,281
1,본사창고,1,TV,2023-05-29,182
1,본사창고,1,TV,2023-06-05,197
1,본사창고,1,TV,2023-06-12,185
1,본사창고,1,TV,2023-06-19,197
1,본사창고,1,TV,2023-06-26,210
1,본사창고,1,TV,2023-07-03,171
1,본사창고,1,TV,2023-07-10,247
1,본사창고,1,TV,2023-07-17,187
1,본사창고,1,TV,2023-07-24,206
1,본사창고,1,TV,2023-07-31,183
1,본사창고,1,TV,2023-08-07,151
1,본사창고,1,TV,2023-08-14,163
1,본사창고,1,TV,2023-08-21,188
1,본사창고,1,TV,2023-08-28,156
1,본사창고,1,TV,2023-09-04,190
1,본사창고,1,TV,2023-09-11,131
1,본사창고,1,TV,2023-09-18,190
1,본사창고,1,TV,2023-09-25,157
1,본사창고,1,TV,2023-10-02,209
1,본사창고,1,TV,2023-10-09,173
1,본사창고,1,TV,2023-10-16,204
1,본사창고,1,TV,2023-10-23,212
1,본사창고,1,TV,2023-10-30,228
1,본사창고,1,TV,2023-11-06,224
1,본사창고,1,TV,2023-11-13,224
1,본사창고,1,TV,2023-11-20,185
1,본사창고,1,TV,2023-11-27,158
1,본사창고,1,TV,2023-12-04,304
1,본사창고,1,TV,2023-12-11,305
1,본사창고,1,TV,2023-12-18,291
1,본사창고,1,TV,2023-12-25,215
1,본사창고,1,TV,2024-01-01,141
1,본사창고,1,TV,2024-01-08,213
1,본사창고,1,TV,2024-01-15,178
1,본사창고,1,TV,2024-01-22,226
1,본사창고,1,TV,2024-01-29,222
1,본사창고,1,TV,2024-02-05,299
1,본사창고,1,TV,2024-02-12,218
1,본사창고,1,TV,2024-02-19,259
1,본사창고,1,TV,2024-02-26,284
1,본사창고,1,TV,2024-03-04,233
1,본사창고,1,TV,2024-03-11,222
1,본사창고,1,TV,2024-03-18,233
1,본사창고,1,TV,2024-03-25,176
1,본사창고,1,TV,2024-04-01,193
1,본사창고,1,TV,2024-04-08,283
1,본사창고,1,TV,2024-04-15,228
1,본사창고,1,TV,2024-04-22,183
1,본사창고,1,TV,2024-04-29,183
1,본사창고,1,TV,2024-05-06,247
1,본사창고,1,TV,2024-05-13,157
1,본사창고,1,TV,2024-05-20,164
1,본사창고,1,TV,2024-05-27,218
1,본사창고,1,TV,2024-06-03,201
1,본사창고,1,TV,2024-06-10,175
1,본사창고,1,TV,2024-06-17,170
1,본사창고,1,TV,2024-06-24,195
1,본사창고,1,TV,2024-07-01,161
1,본사창고,1,TV,2024-07-08,217
1,본사창고,1,TV,2024-07-15,194
1,본사창고,1,TV,2024-07-22,170
1,본사창고,1,TV,2024-07-29,144
1,본사창고,1,TV,2024-08-05,178
1,본사창고,1,TV,2024-08-12,176
1,본사창고,1,TV,2024-08-19,153
1,본사창고,1,TV,2024-08-26,177
1,본사창고,1,TV,2024-09-02,117
1,본사창고,1,TV,2024-09-09,154
1,본사창고,1,TV,2024-09-16,158
1,본사창고,1,TV,2024-09-23,179
1,본사창고,1,TV,2024-09-30,149
1,본사창고,1,TV,2024-10-07,182
1,본사창고,1,TV,2024-10-14,159
1,본사창고,1,TV,2024-10-21,177
1,본사창고,1,TV,2024-10-28,178
1,본사창고,1,TV,2024-11-04,169
1,본사창고,1,TV,2024-11-11,261
1,본사창고,1,TV,2024-11-18,248
1,본사창고,1,TV,2024-11-25,271
1,본사창고,1,TV,2024-12-02,263
1,본사창고,1,TV,2024-12-09,252
1,본사창고,1,TV,2024-12-16,250
1,본사창고,1,TV,2024-12-23,272
1,본사창고,1,TV,2024-12-30,192
1,본사창고,1,TV,2025-01-06,241
1,본사창고,1,TV,2025-01-13,227
1,본사창고,1,TV,2025-01-20,175
1,본사창고,1,TV,2025-01-27,217
1,본사창고,1,TV,2025-02-03,217
1,본사창고,1,TV,2025-02-10,238
1,본사창고,1,TV,2025-02-17,245
1,본사창고,1,TV,2025-02-24,188
1,본사창고,1,TV,2025-03-03,197
1,본사창고,1,TV,2025-03-10,270
1,본사창고,1,TV,2025-03-17,300
1,본사창고,1,TV,2025-03-24,307
1,본사창고,1,TV,2025-03-31,260
1,본사창고,1,TV,2025-04-07,293
1,본사창고,1,TV,2025-04-14,287
1,본사창고,1,TV,2025-04-21,223
1,본사창고,1,TV,2025-04-28,178
1,본사창고,1,TV,2025-05-05,250
1,본사창고,1,TV,2025-05-12,236
1,본사창고,1,TV,2025-05-19,157
1,본사창고,1,TV,2025-05-26,232
1,본사창고,1,TV,2025-06-02,187
1,본사창고,1,TV,2025-06-09,195
1,본사창고,1,TV,2025-06-16,176
1,본사창고,1,TV,2025-06-23,188
1,본사창고,1,TV,2025-06-30,191
1,본사창고,1,TV,2025-07-07,185
1,본사창고,1,TV,2025-07-14,232
1,본사창고,1,TV,2025-07-21,190
1,본사창고,1,TV,2025-07-28,168
1,본사창고,1,TV,2025-08-04,173
1,본사창고,1,TV,2025-08-11,176
1,본사창고,1,TV,2025-08-18,175
1,본사창고,1,TV,2025-08-25,163
1,본사창고,1,TV,2025-09-01,189
1,본사창고,1,TV,2025-09-08,214
1,본사창고,1,TV,2025-09-15,138
1,본사창고,1,TV,2025-09-22,145
1,본사창고,1,TV,2025-09-29,175
1,본사창고,1,TV,2025-10-06,180
1,본사창고,1,TV,2025-10-13,195
1,본사창고,1,TV,2025-10-20,161
1,본사창고,1,TV,2025-10-27,122
1,본사창고,1,TV,2025-11-03,162
1,본사창고,1,TV,2025-11-10,187
1,본사창고,1,TV,2025-11-17,201
1,본사창고,1,TV,2025-11-24,233
1,본사창고,1,TV,2025-12-01,199
1,본사창고,1,TV,2025-12-08,326
1,본사창고,1,TV,2025-12-15,243
1,본사창고,1,TV,2025-12-22,232
1,본사창고,1,TV,2025-12-29,188
1,본사창고,1,냉장고,2021-01-04,134
1,본사창고,1,냉장고,2021-01-11,165
1,본사창고,1,냉장고,2021-01-18,142
1,본사창고,1,냉장고,2021-01-25,162
1,본사창고,1,냉장고,2021-02-01,163
1,본사창고,1,냉장고,2021-02-08,149
1,본사창고,1,냉장고,2021-02-15,151
1,본사창고,1,냉장고,2021-02-22,174
1,본사창고,1,냉장고,2021-03-01,179
1,본사창고,1,냉장고,2021-03-08,193
1,본사창고,1,냉장고,2021-03-15,190
1,본사창고,1,냉장고,2021-03-22,198
1,본사창고,1,냉장고,2021-03-29,108
1,본사창고,1,냉장고,2021-04-05,227
1,본사창고,1,냉장고,2021-04-12,201
1,본사창고,1,냉장고,2021-04-19,212
1,본사창고,1,냉장고,2021-04-26,220
1,본사창고,1,냉장고,2021-05-03,173
1,본사창고,1,냉장고,2021-05-10,143
1,본사창고,1,냉장고,2021-05-17,223
1,본사창고,1,냉장고,2021-05-24,164
1,본사창고,1,냉장고,2021-05-31,172
1,본사창고,1,냉장고,2021-06-07,142
1,본사창고,1,냉장고,2021-06-14,184
1,본사창고,1,냉장고,2021-06-21,161
1,본사창고,1,냉장고,2021-06-28,130
1,본사창고,1,냉장고,2021-07-05,109
1,본사창고,1,냉장고,2021-07-12,192
1,본사창고,1,냉장고,2021-07-19,124
1,본사창고,1,냉장고,2021-07-26,164
1,본사창고,1,냉장고,2021-08-02,161
1,본사창고,1,냉장고,2021-08-09,149
1,본사창고,1,냉장고,2021-08-16,131
1,본사창고,1,냉장고,2021-08-23,129
1,본사창고,1,냉장고,2021-08-30,126
1,본사창고,1,냉장고,2021-09-06,166
1,본사창고,1,냉장고,2021-09-13,149
1,본사창고,1,냉장고,2021-09-20,112
1,본사창고,1,냉장고,2021-09-27,164
1,본사창고,1,냉장고,2021-10-04,132
1,본사창고,1,냉장고,2021-10-11,109
1,본사창고,1,냉장고,2021-10-18,137
1,본사창고,1,냉장고,2021-10-25,131
1,본사창고,1,냉장고,2021-11-01,144
1,본사창고,1,냉장고,2021-11-08,95
1,본사창고,1,냉장고,2021-11-15,182
1,본사창고,1,냉장고,2021-11-22,128
1,본사창고,1,냉장고,2021-11-29,125
1,본사창고,1,냉장고,2021-12-06,136
1,본사창고,1,냉장고,2021-12-13,112
1,본사창고,1,냉장고,2021-12-20,126
1,본사창고,1,냉장고,2021-12-27,114
1,본사창고,1,냉장고,2022-01-03,137
1,본사창고,1,냉장고,2022-01-10,175
1,본사창고,1,냉장고,2022-01-17,136
1,본사창고,1,냉장고,2022-01-24,128
1,본사창고,1,냉장고,2022-01-31,190
1,본사창고,1,냉장고,2022-02-07,171
1,본사창고,1,냉장고,2022-02-14,190
1,본사창고,1,냉장고,2022-02-21,172
1,본사창고,1,냉장고,2022-02-28,160
1,본사창고,1,냉장고,2022-03-07,163
1,본사창고,1,냉장고,2022-03-14,146
1,본사창고,1,냉장고,2022-03-21,157
1,본사창고,1,냉장고,2022-03-28,197
1,본사창고,1,냉장고,2022-04-04,130
1,본사창고,1,냉장고,2022-04-11,172
1,본사창고,1,냉장고,2022-04-18,217
1,본사창고,1,냉장고,2022-04-25,164
1,본사창고,1,냉장고,2022-05-02,203
1,본사창고,1,냉장고,2022-05-09,173
1,본사창고,1,냉장고,2022-05-16,159
1,본사창고,1,냉장고,2022-05-23,153
1,본사창고,1,냉장고,2022-05-30,168
1,본사창고,1,냉장고,2022-06-06,168
1,본사창고,1,냉장고,2022-06-13,168
1,본사창고,1,냉장고,2022-06-20,106
1,본사창고,1,냉장고,2022-06-27,173
1,본사창고,1,냉장고,2022-07-04,123
1,본사창고,1,냉장고,2022-07-11,130
1,본사창고,1,냉장고,2022-07-18,141
1,본사창고,1,냉장고,2022-07-25,142
1,본사창고,1,냉장고,2022-08-01,140
1,본사창고,1,냉장고,2022-08-08,131
1,본사창고,1,냉장고,2022-08-15,139
1,본사창고,1,냉장고,2022-08-22,134
1,본사창고,1,냉장고,2022-08-29,120
1,본사창고,1,냉장고,2022-09-05,102
1,본사창고,1,냉장고,2022-09-12,148
1,본사창고,1,냉장고,2022-09-19,159
1,본사창고,1,냉장고,2022-09-26,175
1,본사창고,1,냉장고,2022-10-03,132
1,본사창고,1,냉장고,2022-10-10,130
1,본사창고,1,냉장고,2022-10-17,122
1,본사창고,1,냉장고,2022-10-24,128
1,본사창고,1,냉장고,2022-10-31,158
1,본사창고,1,냉장고,2022-11-07,137
1,본사창고,1,냉장고,2022-11-14,181
1,본사창고,1,냉장고,2022-11-21,120
1,본사창고,1,냉장고,2022-11-28,125
1,본사창고,1,냉장고,2022-12-05,130
1,본사창고,1,냉장고,2022-12-12,155
1,본사창고,1,냉장고,2022-12-19,124
1,본사창고,1,냉장고,2022-12-26,203
1,본사창고,1,냉장고,2023-01-02,138
1,본사창고,1,냉장고,2023-01-09,141
1,본사창고,1,냉장고,2023-01-16,156
1,본사창고,1,냉장고,2023-01-23,183
1,본사창고,1,냉장고,2023-01-30,184
1,본사창고,1,냉장고,2023-02-06,166
1,본사창고,1,냉장고,2023-02-13,194
1,본사창고,1,냉장고,2023-02-20,137
1,본사창고,1,냉장고,2023-02-27,175
1,본사창고,1,냉장고,2023-03-06,186
1,본사창고,1,냉장고,2023-03-13,131
1,본사창고,1,냉장고,2023-03-20,194
1,본사창고,1,냉장고,2023-03-27,189
1,본사창고,1,냉장고,2023-04-03,198
1,본사창고,1,냉장고,2023-04-10,165
1,본사창고,1,냉장고,2023-04-17,181
1,본사창고,1,냉장고,2023-04-24,181
1,본사창고,1,냉장고,2023-05-01,171
1,본사창고,1,냉장고,2023-05-08,183
1,본사창고,1,냉장고,2023-05-15,154
1,본사창고,1,냉장고,2023-05-22,161
1,본사창고,1,냉장고,2023-05-29,155
1,본사창고,1,냉장고,2023-06-05,222
1,본사창고,1,냉장고,2023-06-12,176
1,본사창고,1,냉장고,2023-06-19,137
1,본사창고,1,냉장고,2023-06-26,158
1,본사창고,1,냉장고,2023-07-03,123
1,본사창고,1,냉장고,2023-07-10,158
1,본사창고,1,냉장고,2023-07-17,121
1,본사창고,1,냉장고,2023-07-24,152
1,본사창고,1,냉장고,2023-07-31,121
1,본사창고,1,냉장고,2023-08-07,158
1,본사창고,1,냉장고,2023-08-14,135
1,본사창고,1,냉장고,2023-08-21,125
1,본사창고,1,냉장고,2023-08-28,150
1,본사창고,1,냉장고,2023-09-04,173
1,본사창고,1,냉장고,2023-09-11,129
1,본사창고,1,냉장고,2023-09-18,131
1,본사창고,1,냉장고,2023-09-25,127
1,본사창고,1,냉장고,2023-10-02,116
1,본사창고,1,냉장고,2023-10-09,118
1,본사창고,1,냉장고,2023-10-16,111
1,본사창고,1,냉장고,2023-10-23,149
1,본사창고,1,냉장고,2023-10-30,98
1,본사창고,1,냉장고,2023-11-06,131
1,본사창고,1,냉장고,2023-11-13,159
1,본사창고,1,냉장고,2023-11-20,166
1,본사창고,1,냉장고,2023-11-27,144
1,본사창고,1,냉장고,2023-12-04,120
1,본사창고,1,냉장고,2023-12-11,160
1,본사창고,1,냉장고,2023-12-18,168
1,본사창고,1,냉장고,2023-12-25,144
1,본사창고,1,냉장고,2024-01-01,149
1,본사창고,1,냉장고,2024-01-08,163
1,본사창고,1,냉장고,2024-01-15,175
1,본사창고,1,냉장고,2024-01-22,153
1,본사창고,1,냉장고,2024-01-29,178
1,본사창고,1,냉장고,2024-02-05,127
1,본사창고,1,냉장고,2024-02-12,142
1,본사창고,1,냉장고,2024-02-19,174
1,본사창고,1,냉장고,2024-02-26,149
1,본사창고,1,냉장고,2024-03-04,143
1,본사창고,1,냉장고,2024-03-11,213
1,본사창고,1,냉장고,2024-03-18,167
1,본사창고,1,냉장고,2024-03-25,177
1,본사창고,1,냉장고,2024-04-01,210
1,본사창고,1,냉장고,2024-04-08,176
1,본사창고,1,냉장고,2024-04-15,148
1,본사창고,1,냉장고,2024-04-22,165
1,본사창고,1,냉장고,2024-04-29,159
1,본사창고,1,냉장고,2024-05-06,208
1,본사창고,1,냉장고,2024-05-13,193
1,본사창고,1,냉장고,2024-05-20,187
1,본사창고,1,냉장고,2024-05-27,226
1,본사창고,1,냉장고,2024-06-03,155
1,본사창고,1,냉장고,2024-06-10,180
1,본사창고,1,냉장고,2024-06-17,161
1,본사창고,1,냉장고,2024-06-24,155
1,본사창고,1,냉장고,2024-07-01,123
1,본사창고,1,냉장고,2024-07-08,144
1,본사창고,1,냉장고,2024-07-15,162
1,본사창고,1,냉장고,2024-07-22,133
1,본사창고,1,냉장고,2024-07-29,178
1,본사창고,1,냉장고,2024-08-05,173
1,본사창고,1,냉장고,2024-08-12,157
1,본사창고,1,냉장고,2024-08-19,140
1,본사창고,1,냉장고,2024-08-26,135
1,본사창고,1,냉장고,2024-09-02,135
1,본사창고,1,냉장고,2024-09-09,141
1,본사창고,1,냉장고,2024-09-16,128
1,본사창고,1,냉장고,2024-09-23,113
1,본사창고,1,냉장고,2024-09-30,167
1,본사창고,1,냉장고,2024-10-07,147
1,본사창고,1,냉장고,2024-10-14,152
1,본사창고,1,냉장고,2024-10-21,115
1,본사창고,1,냉장고,2024-10-28,148
1,본사창고,1,냉장고,2024-11-04,151
1,본사창고,1,냉장고,2024-11-11,136
1,본사창고,1,냉장고,2024-11-18,117
1,본사창고,1,냉장고,2024-11-25,126
1,본사창고,1,냉장고,2024-12-02,127
1,본사창고,1,냉장고,2024-12-09,145
1,본사창고,1,냉장고,2024-12-16,145
1,본사창고,1,냉장고,2024-12-23,149
1,본사창고,1,냉장고,2024-12-30,170
1,본사창고,1,냉장고,2025-01-06,116
1,본사창고,1,냉장고,2025-01-13,133
1,본사창고,1,냉장고,2025-01-20,174
1,본사창고,1,냉장고,2025-01-27,169
1,본사창고,1,냉장고,2025-02-03,185
1,본사창고,1,냉장고,2025-02-10,181
1,본사창고,1,냉장고,2025-02-17,150
1,본사창고,1,냉장고,2025-02-24,127
1,본사창고,1,냉장고,2025-03-03,138
1,본사창고,1,냉장고,2025-03-10,146
1,본사창고,1,냉장고,2025-03-17,165
1,본사창고,1,냉장고,2025-03-24,185
1,본사창고,1,냉장고,2025-03-31,191
1,본사창고,1,냉장고,2025-04-07,139
1,본사창고,1,냉장고,2025-04-14,145
1,본사창고,1,냉장고,2025-04-21,123
1,본사창고,1,냉장고,2025-04-28,170
1,본사창고,1,냉장고,2025-05-05,153
1,본사창고,1,냉장고,2025-05-12,170
1,본사창고,1,냉장고,2025-05-19,147
1,본사창고,1,냉장고,2025-05-26,150
1,본사창고,1,냉장고,2025-06-02,165
1,본사창고,1,냉장고,2025-06-09,218
1,본사창고,1,냉장고,2025-06-16,182
1,본사창고,1,냉장고,2025-06-23,155
1,본사창고,1,냉장고,2025-06-30,126
1,본사창고,1,냉장고,2025-07-07,185
1,본사창고,1,냉장고,2025-07-14,136
1,본사창고,1,냉장고,2025-07-21,163
1,본사창고,1,냉장고,2025-07-28,132
1,본사창고,1,냉장고,2025-08-04,160
1,본사창고,1,냉장고,2025-08-11,115
1,본사창고,1,냉장고,2025-08-18,133
1,본사창고,1,냉장고,2025-08-25,138
1,본사창고,1,냉장고,2025-09-01,119
1,본사창고,1,냉장고,2025-09-08,155
1,본사창고,1,냉장고,2025-09-15,102
1,본사창고,1,냉장고,2025-09-22,85
1,본사창고,1,냉장고,2025-09-29,103
1,본사창고,1,냉장고,2025-10-06,169
1,본사창고,1,냉장고,2025-10-13,118
1,본사창고,1,냉장고,2025-10-20,159
1,본사창고,1,냉장고,2025-10-27,113
1,본사창고,1,냉장고,2025-11-03,132
1,본사창고,1,냉장고,2025-11-10,130
1,본사창고,1,냉장고,2025-11-17,133
1,본사창고,1,냉장고,2025-11-24,154
1,본사창고,1,냉장고,2025-12-01,139
1,본사창고,1,냉장고,2025-12-08,167
1,본사창고,1,냉장고,2025-12-15,150
1,본사창고,1,냉장고,2025-12-22,150
1,본사창고,1,냉장고,2025-12-29,157
1,본사창고,1,세탁기,2021-01-04,101
1,본사창고,1,세탁기,2021-01-11,159
1,본사창고,1,세탁기,2021-01-18,150
1,본사창고,1,세탁기,2021-01-25,152
1,본사창고,1,세탁기,2021-02-01,176
1,본사창고,1,세탁기,2021-02-08,143
1,본사창고,1,세탁기,2021-02-15,133
1,본사창고,1,세탁기,2021-02-22,145
1,본사창고,1,세탁기,2021-03-01,199
1,본사창고,1,세탁기,2021-03-08,191
1,본사창고,1,세탁기,2021-03-15,167
1,본사창고,1,세탁기,2021-03-22,191
1,본사창고,1,세탁기,2021-03-29,153
1,본사창고,1,세탁기,2021-04-05,154
1,본사창고,1,세탁기,2021-04-12,206
1,본사창고,1,세탁기,2021-04-19,167
1,본사창고,1,세탁기,2021-04-26,149
1,본사창고,1,세탁기,2021-05-03,161
1,본사창고,1,세탁기,2021-05-10,168
1,본사창고,1,세탁기,2021-05-17,188
1,본사창고,1,세탁기,2021-05-24,129
1,본사창고,1,세탁기,2021-05-31,200
1,본사창고,1,세탁기,2021-06-07,141
1,본사창고,1,세탁기,2021-06-14,106
1,본사창고,1,세탁기,2021-06-21,122
1,본사창고,1,세탁기,2021-06-28,123
1,본사창고,1,세탁기,2021-07-05,150
1,본사창고,1,세탁기,2021-07-12,121
1,본사창고,1,세탁기,2021-07-19,169
1,본사창고,1,세탁기,2021-07-26,106
1,본사창고,1,세탁기,2021-08-02,138
1,본사창고,1,세탁기,2021-08-09,146
1,본사창고,1,세탁기,2021-08-16,147
1,본사창고,1,세탁기,2021-08-23,148
1,본사창고,1,세탁기,2021-08-30,126
1,본사창고,1,세탁기,2021-09-06,117
1,본사창고,1,세탁기,2021-09-13,167
1,본사창고,1,세탁기,2021-09-20,134
1,본사창고,1,세탁기,2021-09-27,132
1,본사창고,1,세탁기,2021-10-04,129
1,본사창고,1,세탁기,2021-10-11,109
1,본사창고,1,세탁기,2021-10-18,139
1,본사창고,1,세탁기,2021-10-25,172
1,본사창고,1,세탁기,2021-11-01,124
1,본사창고,1,세탁기,2021-11-08,103
1,본사창고,1,세탁기,2021-11-15,136
1,본사창고,1,세탁기,2021-11-22,151
1,본사창고,1,세탁기,2021-11-29,142
1,본사창고,1,세탁기,2021-12-06,149
1,본사창고,1,세탁기,2021-12-13,146
1,본사창고,1,세탁기,2021-12-20,147
1,본사창고,1,세탁기,2021-12-27,121
1,본사창고,1,세탁기,2022-01-03,121
1,본사창고,1,세탁기,2022-01-10,98
1,본사창고,1,세탁기,2022-01-17,140
1,본사창고,1,세탁기,2022-01-24,140
1,본사창고,1,세탁기,2022-01-31,151
1,본사창고,1,세탁기,2022-02-07,161
1,본사창고,1,세탁기,2022-02-14,171
1,본사창고,1,세탁기,2022-02-21,112
1,본사창고,1,세탁기,2022-02-28,178
1,본사창고,1,세탁기,2022-03-07,214
1,본사창고,1,세탁기,2022-03-14,167
1,본사창고,1,세탁기,2022-03-21,152
1,본사창고,1,세탁기,2022-03-28,134
1,본사창고,1,세탁기,2022-04-04,155
1,본사창고,1,세탁기,2022-04-11,203
1,본사창고,1,세탁기,2022-04-18,166
1,본사창고,1,세탁기,2022-04-25,159
1,본사창고,1,세탁기,2022-05-02,151
1,본사창고,1,세탁기,2022-05-09,164
1,본사창고,1,세탁기,2022-05-16,156
1,본사창고,1,세탁기,2022-05-23,170
1,본사창고,1,세탁기,2022-05-30,145
1,본사창고,1,세탁기,2022-06-06,141
1,본사창고,1,세탁기,2022-06-13,195
1,본사창고,1,세탁기,2022-06-20,114
1,본사창고,1,세탁기,2022-06-27,127
1,본사창고,1,세탁기,2022-07-04,131
1,본사창고,1,세탁기,2022-07-11,144
1,본사창고,1,세탁기,2022-07-18,115
1,본사창고,1,세탁기,2022-07-25,144
1,본사창고,1,세탁기,2022-08-01,104
1,본사창고,1,세탁기,2022-08-08,117
1,본사창고,1,세탁기,2022-08-15,109
1,본사창고,1,세탁기,2022-08-22,101
1,본사창고,1,세탁기,2022-08-29,69
1,본사창고,1,세탁기,2022-09-05,128
1,본사창고,1,세탁기,2022-09-12,125
1,본사창고,1,세탁기,2022-09-19,100
1,본사창고,1,세탁기,2022-09-26,123
1,본사창고,1,세탁기,2022-10-03,108
1,본사창고,1,세탁기,2022-10-10,144
1,본사창고,1,세탁기,2022-10-17,142
1,본사창고,1,세탁기,2022-10-24,94
1,본사창고,1,세탁기,2022-10-31,148
1,본사창고,1,세탁기,2022-11-07,129
1,본사창고,1,세탁기,2022-11-14,143
1,본사창고,1,세탁기,2022-11-21,160
1,본사창고,1,세탁기,2022-11-28,148
1,본사창고,1,세탁기,2022-12-05,148
1,본사창고,1,세탁기,2022-12-12,117
1,본사창고,1,세탁기,2022-12-19,120
1,본사창고,1,세탁기,2022-12-26,130
1,본사창고,1,세탁기,2023-01-02,153
1,본사창고,1,세탁기,2023-01-09,120
